spg,n_atoms,numIons,wps,count
194,8,"(2, 2, 4)","9,11,7",8
194,8,"(2, 4, 2)","10,6,11",2
194,8,"(2, 4, 2)","10,6,8",3
194,8,"(2, 4, 2)","11,6,10",1
194,8,"(2, 4, 2)","11,6,8",1
194,8,"(2, 4, 2)","11,6,9",3
194,8,"(2, 4, 2)","8,6,11",3
194,8,"(2, 4, 2)","9,6,11",5
194,8,"(2, 6)","8,4",606
194,8,"(2, 6)","9,4",33
194,8,"(2, 6)","9,6-10",21
194,8,"(2, 6)","9,6-11",3
194,8,"(4, 2, 2)","6,10,8",4
194,8,"(4, 2, 2)","6,10,9",4
194,8,"(4, 2, 2)","6,11,8",18
194,8,"(4, 2, 2)","6,11,9",7
194,8,"(4, 2, 2)","6,8,11",52
194,8,"(4, 2, 2)","6,9,11",11
194,8,"(4, 4)","10-11,6",1
194,8,"(4, 4)","6,6",6
194,8,"(4, 4)","6,8-10",4
194,8,"(4, 4)","6,8-11",8
194,8,"(4, 4)","6,9-10",2
194,8,"(4, 4)","6,9-11",2
194,8,"(4, 4)","7,6",1
194,8,"(4, 4)","9-11,6",4
194,8,"(6, 2)","4,8",621
194,8,"(6, 2)","4,9",35
194,8,"(6, 2)","6-10,9",25
194,8,"(6, 2)","6-8,11",1
194,8,"(6, 2)","6-9,10",1
194,8,"(8,)",6-7,2
194,10,"(2, 2, 2, 4)","11,8,9,6",23
194,10,"(2, 2, 2, 4)","11,9,8,6",6
194,10,"(2, 2, 4, 2)","11,8,6,9",3
194,10,"(2, 2, 4, 2)","11,9,6,8",6
194,10,"(2, 2, 6)","11,8,4",5
194,10,"(2, 2, 6)","11,8,6-10",3
194,10,"(2, 2, 6)","11,9,6-10",35
194,10,"(2, 2, 6)","8,10,4",1
194,10,"(2, 2, 6)","8,11,4",59
194,10,"(2, 2, 6)","8,11,6-10",3
194,10,"(2, 2, 6)","9,11,4",8
194,10,"(2, 2, 6)","9,11,6-10",4
194,10,"(2, 4, 2, 2)","10,6,8,11",2
194,10,"(2, 4, 4)","10,6,6",4
194,10,"(2, 4, 4)","10,6,8-11",12
194,10,"(2, 4, 4)","10,6,9-11",2
194,10,"(2, 4, 4)","11,6,6",5
194,10,"(2, 4, 4)","8,7,6",1
194,10,"(2, 4, 4)","9,6,6",1
194,10,"(2, 6, 2)","9,4,11",1
194,10,"(2, 8)","9,6-7",1
194,10,"(4, 2, 2, 2)","6,10,8,11",9
194,10,"(4, 2, 2, 2)","6,10,9,11",1
194,10,"(4, 2, 2, 2)","6,8,10,11",5
194,10,"(4, 2, 2, 2)","6,9,10,11",2
194,10,"(4, 2, 4)","6,10,6",10
194,10,"(4, 2, 4)","6,10,8-11",5
194,10,"(4, 2, 4)","6,10,9-11",3
194,10,"(4, 2, 4)","7,9,6",2
194,10,"(4, 4, 2)","6,8-11,10",7
194,10,"(4, 4, 2)","7,6,8",31
194,10,"(4, 4, 2)","7,6,9",53
194,10,"(4, 6)","6,6-9",1
194,10,"(6, 2, 2)","4,8,11",5
194,10,"(6, 2, 2)","4,9,11",2
194,10,"(6, 2, 2)","6-10,11,9",1
194,10,"(6, 4)","6-10,6",2
194,10,"(6, 4)","6-10,8-11",2
194,10,"(6, 4)","6-10,9-11",1
194,10,"(6, 4)","6-11,6",2
194,10,"(6, 4)","6-8,6",2
194,10,"(6, 4)","6-9,6",1
194,12,"(2, 2, 4, 4)","10,11,6,6",42
194,12,"(2, 2, 4, 4)","11,10,6,6",211
194,12,"(2, 2, 6, 2)","8,11,4,9",1
194,12,"(2, 4, 2, 4)","11,6,10,6",16
194,12,"(2, 4, 6)","10,6,6-11",2
194,12,"(2, 4, 6)","11,6,4",2
194,12,"(2, 6, 4)","10,6-11,6",3
194,12,"(2, 6, 4)","11,4,6",2
194,12,"(2, 10)","9,4-6",3
194,12,"(4, 2, 2, 4)","6,11,10,6",4
194,12,"(4, 2, 6)","6,10,6-11",1
194,12,"(4, 2, 6)","6,11,4",90
194,12,"(4, 2, 6)","7,9,6-8",1
194,12,"(4, 2, 6)","9-11,8,4",2
194,12,"(4, 4, 4)","10-11,6,6",64
194,12,"(4, 4, 4)","9-11,6,8-10",5
194,12,"(4, 6, 2)","6,4,11",111
194,12,"(4, 8)","10-11,6-6",3
194,12,"(4, 8)","6,4-11",136
194,12,"(4, 8)","6,5-9",1
194,12,"(4, 8)","9-11,6-7",1
194,12,"(6, 2, 4)","4,11,6",6
194,12,"(6, 2, 4)","6-11,10,6",17
194,12,"(6, 4, 2)","4,6,11",8
194,12,"(6, 4, 2)","6-11,6,10",3
194,12,"(6, 4, 2)","6-8,7,9",1
194,12,"(6, 6)","6-10,6-11",1
194,12,"(6, 6)","6-11,4",1
194,12,"(6, 6)","6-8,7-9",4
194,12,"(8, 4)","4-11,6",11
194,12,"(8, 4)","6-8-10,6",1
194,12,"(12,)",6-6-7,1
194,14,"(2, 2, 4, 6)","11,8,6,6-9",1
194,14,"(2, 4, 8)","10,6,5-9",1
194,14,"(2, 6, 6)","11,6-8,6-9",25
194,14,"(2, 6, 6)","9,4,4",1
194,14,"(2, 12)","9,3",5
194,14,"(4, 2, 4, 4)","6,10,7,6",1
194,14,"(4, 4, 2, 4)","7,6,8,9-11",1
194,14,"(4, 4, 4, 2)","10-11,6,6,8",1
194,14,"(4, 4, 4, 2)","10-11,6,6,9",2
194,14,"(4, 6, 4)","7,6-8,9-11",1
194,14,"(4, 10)","8-10,4-6",1
194,14,"(6, 2, 6)","4,9,4",2
194,14,"(6, 2, 6)","6-10,11,7-9",2
194,14,"(6, 4, 4)","7-8,6,9-11",1
194,14,"(6, 4, 4)","7-8,9-11,6",1
194,14,"(6, 8)","4,4-9",1
194,14,"(10, 4)","5-6,7",1
194,14,"(10, 4)","6-8-10-11,6",1
194,16,"(2, 2, 2, 10)","11,9,8,4-6",2
194,16,"(2, 2, 6, 6)","11,9,4,5",1
194,16,"(2, 2, 12)","11,8,4-5",4
194,16,"(2, 2, 12)","11,9,4-5",1
194,16,"(2, 2, 12)","8,11,4-5",2
194,16,"(2, 4, 6, 4)","11,6,4,6",1
194,16,"(2, 6, 8)","8,6-11,6-7",4
194,16,"(2, 8, 6)","9,6-6,7-11",1
194,16,"(2, 8, 6)","9,6-7,6-11",2
194,16,"(4, 2, 4, 6)","6,9,7,6-11",3
194,16,"(4, 4, 2, 6)","6,7,9,6-11",6
194,16,"(4, 4, 2, 6)","7,6,9,6-8",6
194,16,"(4, 4, 8)","6,8-11,6-7",1
194,16,"(4, 6, 2, 4)","7,6-8,9,6",1
194,16,"(4, 6, 4, 2)","7,6-8,6,9",1
194,16,"(4, 6, 6)","7,6-9,6-11",1
194,16,"(4, 12)","9-11,4-5",12
194,16,"(6, 2, 2, 6)","6-10,11,8,4",2
194,16,"(6, 2, 2, 6)","6-10,8,11,4",5
194,16,"(6, 2, 8)","6-11,9,6-7",1
194,16,"(6, 4, 2, 4)","6-8,7,9,6",4
194,16,"(6, 4, 4, 2)","6-8,7,6,9",2
194,16,"(6, 4, 6)","6-9,7,6-11",2
194,16,"(6, 6, 4)","6-11,4,6",1
194,16,"(6, 6, 4)","6-9,6-11,7",4
194,16,"(6, 10)","6-11,4-6",1
194,16,"(8, 2, 6)","6-6,9,7-11",3
194,16,"(8, 2, 6)","6-7,9,6-11",14
194,16,"(8, 4, 4)","5-9,8-10,6",1
194,16,"(8, 4, 4)","5-9,8-11,6",1
194,16,"(10, 2, 4)","6-7-8,9,6",5
194,16,"(10, 4, 2)","6-7-8,6,9",10
194,16,"(12, 4)","4-5,9-11",1
194,16,"(16,)",6-6-6-7,1
194,18,"(2, 8, 8)","9,6-7,6-6",2
194,18,"(4, 2, 2, 10)","6,11,10,6-7-8",1
194,18,"(4, 4, 10)","6,7,6-6-9",2
194,18,"(4, 4, 10)","7,6,6-6-9",1
194,18,"(4, 6, 8)","6,4,6-7",1
194,18,"(4, 6, 8)","6,6-9,6-7",1
194,18,"(4, 6, 8)","6,7-8,6-10-11",1
194,18,"(4, 6, 8)","6,7-9,6-10-11",1
194,18,"(4, 6, 8)","9-11,5,4-8",1
194,18,"(4, 8, 6)","6,6-7,4",1
194,18,"(6, 4, 8)","6-9,6,6-7",2
194,18,"(6, 6, 6)","7-11,6-9,6-8",1
194,18,"(6, 12)","4,4-5",1
194,18,"(8, 6, 4)","6-7,4,6",1
194,18,"(8, 10)","6-6,6-7-9",1
194,18,"(10, 6, 2)","6-7-9,6-11,10",1
194,20,"(2, 2, 4, 12)","11,8,6,4-5",1
194,20,"(4, 4, 12)","8-11,6,4-5",4
194,20,"(4, 4, 12)","9-11,6,4-5",5
194,20,"(4, 6, 10)","6,7-8,6-6-11",1
194,20,"(4, 6, 10)","6,7-9,6-6-11",1
194,20,"(4, 16)","9-10,3-6",4
194,20,"(6, 6, 4, 4)","4,5,8-11,6",2
194,20,"(8, 12)","6-9-10,1",2
194,20,"(16, 4)","3-6,9-10",3
194,22,"(2, 2, 18)","11,9,1-4",4
194,22,"(2, 4, 2, 14)","10,6,11,1-9",2
194,22,"(2, 4, 14, 2)","10,6,1-9,11",4
194,22,"(2, 18, 2)","10,1-4,8",1
194,22,"(2, 20)","9,4-4-4-10",1
194,22,"(6, 2, 12, 2)","6-10,11,1,8",1
194,22,"(6, 2, 14)","6-10,11,1-9",5
194,22,"(6, 6, 10)","4,5,4-9-11",4
194,22,"(6, 6, 10)","5,4,4-9-11",1
194,22,"(6, 6, 10)","6-11,6-10,6-7-9",3
194,22,"(8, 2, 12)","4-8,10,1",1
194,22,"(8, 2, 12)","6-8-10,11,1",1
194,22,"(12, 10)","4-5,4-9-11",3
194,22,"(14, 8)","4-5-11,4-9",1
194,24,"(2, 4, 2, 16)","8,6,11,1-9-10",1
194,24,"(2, 4, 2, 16)","8,6,9,1-10-11",2
194,24,"(2, 4, 4, 12, 2)","8,6,7,1,9",1
194,24,"(2, 4, 4, 14)","8,6,7,1-9",1
194,24,"(2, 4, 6, 12)","8,6,9-10-11,1",5
194,24,"(2, 4, 12, 6)","8,6,1,9-10-11",1
194,24,"(2, 4, 14, 4)","8,6,1-11,9-10",3
194,24,"(2, 4, 16, 2)","8,6,1-10-11,9",1
194,24,"(2, 4, 16, 2)","8,6,1-9-10,11",1
194,24,"(2, 4, 16, 2)","8,6,1-9-11,10",1
194,24,"(2, 4, 18)","8,6,1-9-10-11",22
194,24,"(2, 4, 18)","9,6,1-8-10-11",2
194,24,"(2, 6, 12, 4)","10,4,1,6",5
194,24,"(4, 6, 14)","6,6-10,6-6-7-9",2
194,24,"(6, 2, 4, 12)","6-8,11,9-10,1",1
194,24,"(6, 2, 14, 2)","6-8,9,1-11,10",1
194,24,"(6, 2, 16)","6-10,8,1-9-11",1
194,24,"(6, 2, 16)","6-8,10,1-9-11",2
194,24,"(6, 2, 16)","6-8,11,1-9-10",9
194,24,"(6, 2, 16)","6-8,9,1-10-11",5
194,24,"(6, 2, 16)","6-9,8,1-10-11",1
194,24,"(6, 4, 2, 12)","6-9,8-10,11,1",1
194,24,"(6, 4, 12, 2)","6-8,9-10,1,11",3
194,24,"(6, 4, 14)","6-8,9-10,1-11",1
194,24,"(6, 6, 12)","6-8,9-10-11,1",10
194,24,"(6, 6, 12)","6-9,8-10-11,1",1
194,24,"(6, 12, 4, 2)","6-8,1,9-10,11",2
194,24,"(6, 12, 4, 2)","6-9,1,8-10,11",1
194,24,"(6, 14, 4)","6-8,1-11,9-10",9
194,24,"(6, 14, 4)","6-9,1-11,8-10",4
194,24,"(6, 16, 2)","6-8,1-9-10,11",2
194,24,"(6, 16, 2)","6-8,1-9-11,10",3
194,24,"(6, 18)","6-10,1-4",4
194,24,"(6, 18)","6-8,1-9-10-11",8
194,24,"(6, 18)","6-9,1-8-10-11",1
194,24,"(8, 4, 12)","4-10,6,1",1
194,24,"(8, 6, 10)","6-7,5,4-6",1
194,24,"(8, 12, 4)","4-10,1,6",43
194,24,"(8, 12, 4)","6-7,4-5,6",1
194,24,"(8, 16)","6-7,4-5-6",22
194,24,"(12, 12)","6-6-10-11,6-6-7",2
194,26,"(2, 6, 18)","10,5,1-4",1
194,26,"(2, 8, 2, 14)","11,6-7,9,6-6-7-10",1
194,26,"(2, 8, 16)","11,4-10,1-6",11
194,26,"(2, 14, 10)","9,1-11,6-6-10",1
194,26,"(4, 2, 4, 2, 14)","6,9,7,8,1-10",1
194,26,"(6, 2, 4, 14)","6-10,11,6,1-8",6
194,26,"(6, 4, 2, 14)","6-9,7,8,1-10",2
194,26,"(6, 6, 4, 10)","6-11,6-10,6,6-7-8",1
194,26,"(6, 18, 2)","4,1-4,11",1
194,26,"(6, 20)","4,1-4-11",1
194,26,"(8, 2, 2, 14)","6-7,11,8,6-6-7-10",1
194,26,"(8, 2, 16)","4-10,11,1-6",18
194,26,"(8, 2, 16)","5-11,10,1-6",1
194,26,"(8, 4, 14)","6-10-11,6,1-9",1
194,26,"(8, 4, 14)","6-7,9-11,6-6-7-10",1
194,26,"(8, 6, 12)","6-7,6-9,6-6-8-11",1
194,26,"(8, 6, 12)","6-9-10,6-11,1",2
194,26,"(10, 16)","4-10-11,1-6",1
194,26,"(12, 8, 6)","1,4-11,4",1
194,26,"(12, 14)","6-6-9-10,1-11",1
194,26,"(18, 2, 6)","1-4,11,4",5
194,26,"(18, 6, 2)","1-4,4,11",3
194,28,"(2, 2, 12, 12)","9,11,1,1",3
194,28,"(2, 8, 6, 12)","11,6-8-10,4,1",1
194,28,"(2, 18, 6, 2)","11,1-4,4,8",1
194,28,"(2, 18, 6, 2)","11,1-4,4,9",2
194,28,"(4, 4, 20)","8-11,6,1-6-9-10",2
194,28,"(4, 6, 18)","6,6-10,1-4",2
194,28,"(4, 18, 6)","6,1-4,6-10",1
194,28,"(4, 20, 4)","8-11,1-6-9-10,6",1
194,28,"(4, 20, 4)","9-11,1-6-8-10,6",4
194,28,"(6, 2, 2, 6, 12)","6-10,11,9,4,1",1
194,28,"(6, 4, 12, 6)","6-8,7,1,4",1
194,28,"(6, 4, 18)","6-10,6,1-4",37
194,28,"(6, 4, 18)","6-8,7,1-4",2
194,28,"(6, 12, 2, 6, 2)","4,1,11,4,9",1
194,28,"(6, 12, 2, 8)","4,1,9,4-11",5
194,28,"(6, 14, 6, 2)","4,1-11,4,9",1
194,28,"(8, 4, 6, 10)","7-7,6,6-8,6-6-9",1
194,28,"(8, 4, 16)","4-10,9-11,1-6",1
194,28,"(8, 8, 12)","4-8,5-10,1",1
194,28,"(12, 6, 2, 8)","1,4,9,4-11",18
194,28,"(14, 6, 6, 2)","1-11,4,4,9",2
194,28,"(18, 2, 2, 6)","1-4,11,9,4",1
194,28,"(18, 2, 6, 2)","1-4,11,4,9",17
194,28,"(18, 2, 8)","1-4,9,4-11",23
194,28,"(18, 4, 6)","1-4,8-11,4",1
194,28,"(18, 4, 6)","1-4,9-11,4",2
194,28,"(18, 6, 2, 2)","1-4,4,11,9",2
194,28,"(18, 6, 2, 2)","1-4,4,9,11",2
194,28,"(18, 8, 2)","1-4,4-11,8",3
194,28,"(18, 8, 2)","1-4,4-11,9",24
194,28,"(20, 2, 6)","1-4-11,8,4",2
194,28,"(20, 2, 6)","1-4-11,9,4",8
194,28,"(20, 6, 2)","1-4-11,4,8",11
194,28,"(20, 6, 2)","1-4-11,4,9",59
194,28,"(20, 8)","1-4-11,4-8",6
194,28,"(20, 8)","1-4-11,4-9",1
194,30,"(2, 4, 6, 18)","11,6,4,1-4",2
194,30,"(2, 4, 18, 6)","11,6,1-4,4",1
194,30,"(2, 6, 4, 18)","11,6-10,6,1-4",1
194,30,"(2, 6, 4, 18)","8,5,7,1-6-10",2
194,30,"(2, 10, 18)","11,4-6,1-4",2
194,30,"(2, 10, 18)","9,5-7,1-6-10",1
194,30,"(2, 18, 4, 6)","11,1-4,6,4",4
194,30,"(2, 18, 10)","11,1-4,4-6",16
194,30,"(6, 2, 4, 18)","6-10,11,6,1-4",89
194,30,"(6, 2, 22)","4,11,1-4-6",2
194,30,"(6, 4, 2, 18)","6-10,6,11,1-4",1
194,30,"(6, 6, 18)","6-10,6-11,1-4",21
194,30,"(6, 6, 18)","6-11,6-10,1-4",1
194,30,"(6, 24)","4,1-4-6-11",1
194,30,"(8, 4, 18)","6-10-11,6,1-4",4
194,30,"(18, 6, 6)","1-4,6-10,6-11",3
194,32,"(6, 2, 18, 6)","4,11,1-4,5",1
194,32,"(6, 18, 8)","4,1-4,5-8",1
194,32,"(6, 20, 6)","4,1-4-11,5",1
194,32,"(8, 18, 6)","6-10-11,1-4,5",1
194,32,"(8, 24)","4-10,1-4-6-11",1
194,32,"(18, 8, 6)","1-4,4-11,5",9
194,32,"(20, 6, 6)","1-4-11,4,5",2
194,34,"(2, 8, 6, 6, 12)","11,4-9,5,4,1",1
194,34,"(6, 20, 8)","4,1-4-11,5-9",2
194,34,"(10, 4, 20)","6-7-9,6,1-4-11",2
194,34,"(18, 2, 8, 6)","1-4,9,4-11,5",1
194,36,"(2, 2, 10, 22)","8,9,5-7,1-4-6",2
194,36,"(2, 10, 2, 22)","8,5-7,9,1-4-6",1
194,36,"(2, 12, 22)","9,5-7-8,1-4-6",7
194,36,"(4, 2, 6, 12, 12)","6,11,4,1,1",1
194,36,"(4, 8, 24)","6,4-11,1-1",1
194,36,"(6, 6, 14, 10)","4,5,1-10,4-6",1
194,36,"(6, 8, 22)","4,5-10,1-4-6",2
194,36,"(6, 22, 8)","4,1-4-6,5-10",14
194,36,"(6, 22, 8)","4,1-4-6,5-11",1
194,36,"(6, 30)","4,1-4-5-6-11",6
194,36,"(8, 4, 4, 20)","6-8-11,6,7,1-5-10",2
194,36,"(8, 4, 4, 20)","6-8-11,7,6,1-5-10",1
194,36,"(8, 8, 20)","6-6,6-7,1-4-11",3
194,36,"(8, 10, 12, 6)","6-6,6-7-11,1,4",1
194,36,"(8, 10, 18)","6-6,6-7-11,1-4",4
194,36,"(8, 12, 16)","4-10,1,4-5-6",1
194,36,"(8, 20, 8)","6-6,1-4-11,6-7",4
194,36,"(8, 28)","6-6,1-4-6-7-11",20
194,36,"(10, 4, 4, 18)","6-6-8,7,6,1-4",6
194,36,"(10, 4, 4, 18)","6-6-9,7,6,1-4",1
194,36,"(12, 2, 22)","5-7-8,9,1-4-6",1
194,36,"(12, 24)","1,1-4-5",3
194,38,"(2, 2, 34)","10,8,1-2-5-6",1
194,38,"(2, 2, 34)","8,10,1-2-5-6",2
194,38,"(4, 4, 30)","8-10,6,1-2-5",7
194,38,"(4, 4, 30)","9-10,6,1-2-5",1
194,38,"(4, 6, 6, 18, 4)","6,6-9,7-10,1-4,6",1
194,38,"(4, 6, 28)","8-10,5,1-2-6",8
194,38,"(4, 10, 24)","8-10,5-6,1-2",4
194,38,"(4, 24, 10)","8-10,1-2,5-6",4
194,38,"(4, 28, 6)","8-10,1-2-6,5",7
194,38,"(4, 30, 4)","8-10,1-2-5,6",2
194,38,"(4, 34)","8-10,1-2-5-6",52
194,38,"(4, 34)","9-10,1-2-5-6",5
194,38,"(6, 4, 28)","5,8-10,1-2-6",1
194,38,"(6, 18, 6, 8)","4,1-6-10,4,5-11",1
194,38,"(6, 20, 4, 8)","4,1-4-10,6,5-11",1
194,38,"(6, 24, 2, 6)","4,1-4-6-10,11,5",4
194,38,"(6, 24, 6, 2)","4,1-4-6-10,5,11",5
194,38,"(6, 24, 8)","4,1-4-6-10,5-11",38
194,40,"(2, 8, 26, 4)","9,6-7,1-1-10,6",1
194,40,"(8, 4, 4, 24)","6-8-11,6,7,1-4-5",6
194,40,"(8, 8, 24)","6-10-11,6-6,1-4-5",2
194,40,"(10, 18, 12)","6-7-8,1-4,1",1
194,40,"(10, 30)","6-6-10,1-1-4",3
194,42,"(2, 2, 4, 8, 24, 2)","11,8,6,6-7,1-1,9",1
194,44,"(4, 6, 2, 32)","6,4,11,1-1-4-10",2
194,44,"(4, 34, 6)","8-10,1-2-5-6,4",1
194,44,"(4, 34, 6)","9-10,1-2-5-6,4",20
194,44,"(6, 4, 8, 24, 2)","6-10,6,6-7,1-1,8",1
194,44,"(12, 2, 6, 16, 8)","4-5,11,4,1-6,4-8",1
194,46,"(6, 2, 6, 4, 28)","4,11,4,6,1-1-6",1
194,46,"(10, 2, 4, 4, 26)","6-7-9,11,6,6,1-1-8",1
194,46,"(10, 4, 2, 4, 26)","6-7-8,6,11,6,1-1-9",1
194,46,"(10, 4, 2, 4, 26)","6-7-9,6,11,6,1-1-8",7
194,48,"(2, 14, 4, 28)","10,1-8,6,1-4-5-6",1
194,48,"(10, 4, 4, 2, 2, 26)","6-6-10,6,7,11,9,1-1-8",1
194,48,"(10, 8, 2, 2, 26)","6-6-10,6-7,11,8,1-1-9",1
194,48,"(10, 10, 2, 26)","6-6-10,6-7-11,9,1-1-8",1
194,48,"(10, 30, 8)","6-6-9,1-1-8-10-11,6-7",1
194,48,"(10, 38)","6-6-8,1-1-6-7-9-10-11",1
194,48,"(10, 38)","6-6-9,1-1-6-7-8-10-11",1
194,50,"(10, 2, 8, 30)","6-7-9,11,6-6,1-1-4",1
194,52,"(4, 4, 2, 6, 36)","6,6,11,4,1-1-4-6-10",1
194,54,"(46, 8)","1-1-1-4-6,4-11",1
194,56,"(2, 2, 14, 4, 18, 16)","10,11,1-8,6,1-4,1-6",1
194,56,"(12, 4, 8, 2, 30)","6-7-8-11,6,6-6,10,1-1-6-9",1
194,58,"(2, 22, 34)","10,1-6-6-11,1-1-6-7-9",1
194,58,"(2, 22, 34)","8,1-6-6-11,1-1-6-7-9",3
194,58,"(12, 4, 4, 4, 34)","6-6-10-11,7,6,6,1-1-4-6",10
194,58,"(12, 4, 8, 34)","6-6-10-11,7,6-6,1-1-4-6",2
194,58,"(22, 2, 34)","1-6-6-11,8,1-1-6-7-9",3
194,64,"(2, 12, 50)","8,1,1-1-3-4-6-7",2
194,64,"(2, 24, 38)","8,1-6-6-10-11,1-1-4-6-7",7
194,64,"(12, 2, 50)","1,8,1-1-3-4-6-7",1
194,64,"(24, 2, 38)","1-6-6-10-11,8,1-1-4-6-7",2
194,68,"(4, 12, 52)","6,1,1-1-3-4-6-7-8",1
194,68,"(4, 12, 52)","6,1,1-1-3-4-6-7-9",1
194,68,"(14, 12, 4, 38)","6-6-7-10,6-6-7,6,1-1-1-8",1
194,68,"(46, 8, 14)","1-1-1-4-6,4-11,1-9",1
194,68,"(68,)",0-1-1-4-4-6-7,1
194,70,"(6, 2, 24, 4, 34)","4,11,1-1,6,1-1-4-6",1
194,70,"(14, 14, 42)","6-6-7-8,6-6-7-11,1-1-1-4",2
194,76,"(4, 48, 6, 18)","6,0-1-2,6-10,1-4",1
194,80,"(8, 8, 16, 48)","5-9,4-11,1-6,1-2-3-4-4",1
194,84,"(8, 28, 48)","6-6,6-6-6-6-6-7-7,1-1-1-4-7-11",1
194,90,"(18, 72)","1-4,1-1-1-1-4-5-6-6-7",1
194,92,"(2, 4, 32, 54)","10,7,1-5-6-6-6-9,1-1-1-4-6-6-7",1
194,92,"(2, 36, 54)","10,1-5-6-6-6-7-8,1-1-1-4-6-6-7",1
194,92,"(6, 26, 60)","4,1-1-8,1-2-2-3-4-6-11",1
194,92,"(8, 26, 58)","4-11,1-1-8,1-2-2-3-4-6",1
194,92,"(32, 18, 36, 6)","1-1-4-8,1-5,1-1-6-6-7,4",1
194,94,"(18, 76)","1-4,1-1-1-1-4-5-6-6-6-7",1
194,96,"(28, 32, 36)","2-3-6,1-1-6-7,1-1-4-4",1
194,108,"(36, 72)","0-2,0-1-1-3-4-4",1
194,108,"(36, 72)","0-2,0-1-2-3-4-4",1
194,114,"(2, 36, 76)","10,0-2,0-1-1-3-4-4-6",1
194,114,"(12, 102)","6-7-8-9,0-1-1-1-1-2-5-6-6-7",2
194,130,"(2, 128)","9,1-1-1-1-1-1-1-1-6-6-6-6-7-7-7-7",1
194,140,"(6, 52, 82)","6-10,1-1-6-6-6-6-7-7-8-11,1-1-1-1-1-4-6-6-6-7",1
194,142,"(26, 8, 108)","1-4-4-11,5-8,0-1-1-1-1-2-3-4-6-10",1
194,142,"(26, 116)","1-4-4-11,0-1-1-1-1-2-3-4-5-6-8-10",19
195,36,"(12, 24)","0,0-1-2",2
195,46,"(8, 6, 6, 1, 1, 24)","5-5,2,3,8,9,0-0",1
195,46,"(8, 6, 6, 1, 1, 24)","5-5,2,3,9,8,0-0",1
195,49,"(8, 6, 6, 1, 28)","5-5,2,3,9,0-0-5",2
195,66,"(1, 25, 40)","9,0-0-8,0-0-5-5-5-5",2
195,88,"(4, 4, 32, 48)","6-8,7-9,1-2-3-4-5-5,0-0-0-0",1
196,88,"(8, 4, 4, 24, 48)","6-7,4,5,1,0",1
196,204,"(40, 56, 8, 100)","1-3,2-3-3,4-5,0-0-7",1
196,260,"(56, 48, 16, 140)","2-3-3,1-3-6-7,3,0-0-2-3-5",1
197,56,"(8, 12, 36)","3,1,0-2",8
197,58,"(8, 12, 2, 36)","3,1,5,0-2",2
197,58,"(8, 12, 36, 2)","3,1,0-2,5",4
197,58,"(8, 12, 38)","3,1,0-2-5",15
197,58,"(8, 38, 12)","3,0-2-5,1",1
197,58,"(12, 8, 36, 2)","1,3,0-2,5",1
197,60,"(24, 36)","0,0-2",1
197,66,"(2, 24, 40)","5,0,0-3-3",17
197,66,"(24, 2, 40)","0,5,0-3-3",7
197,66,"(26, 40)","0-5,0-3-3",1
197,158,"(14, 24, 24, 96)","3-4,0,0,0-0-0-0",1
197,168,"(24, 144)","0,0-0-0-0-1-2-3-3-3",1
197,200,"(24, 48, 128)","0,0-0,0-0-0-0-0-3",1
198,4,"(4,)",1,2
198,8,"(4, 4)","1,1",31
198,8,"(8,)",1-1,1
198,12,"(4, 4, 4)","1,1,1",89
198,12,"(8, 4)","1-1,1",1
198,16,"(4, 4, 8)","1,1,1-1",1
198,16,"(12, 4)","0,1",3
198,20,"(4, 4, 12)","1,1,0",12
198,20,"(4, 12, 4)","1,0,1",1
198,20,"(4, 16)","1,0-1",2
198,20,"(12, 4, 4)","0,1,1",11
198,20,"(16, 4)","0-1,1",1
198,24,"(4, 4, 4, 12)","1,1,1,0",7
198,24,"(4, 4, 12, 4)","1,1,0,1",2
198,24,"(4, 4, 16)","1,1,0-1",3
198,24,"(4, 12, 4, 4)","1,0,1,1",5
198,24,"(8, 4, 12)","1-1,1,0",1
198,24,"(8, 16)","1-1,0-1",3
198,24,"(12, 4, 4, 4)","0,1,1,1",10
198,28,"(4, 4, 4, 16)","1,1,1,0-1",15
198,28,"(4, 8, 4, 12)","1,1-1,1,0",10
198,28,"(4, 12, 12)","1,1-1-1,0",1
198,28,"(8, 4, 4, 12)","1-1,1,1,0",5
198,28,"(12, 4, 12)","0,1,1-1-1",2
198,28,"(12, 4, 12)","1-1-1,1,0",35
198,32,"(8, 4, 4, 16)","1-1,1,1,0-1",1
198,32,"(12, 4, 4, 12)","0,1,1,0",1
198,32,"(12, 4, 16)","1-1-1,1,0-1",3
198,32,"(12, 16, 4)","0,0-1,1",1
198,36,"(4, 4, 28)","1,1,0-0-1",1
198,36,"(12, 4, 4, 16)","0,1,1,0-1",3
198,40,"(4, 4, 12, 4, 16)","1,1,0,1,0-1",1
198,40,"(4, 4, 16, 16)","1,1,0-1,0-1",1
198,40,"(8, 4, 4, 24)","1-1,1,1,0-0",1
198,40,"(8, 8, 24)","1-1,1-1,0-0",4
198,40,"(8, 28, 4)","1-1,0-0-1,1",2
198,40,"(16, 4, 4, 16)","0-1,1,1,0-1",1
198,44,"(4, 4, 12, 24)","1,1,0,0-0",1
198,44,"(4, 8, 32)","1,1-1,0-0-1-1",3
198,44,"(24, 4, 12, 4)","0-1-1-1,1,0,1",1
198,48,"(4, 4, 16, 4, 16, 4)","1,1,0-1,1,0-1,1",1
